sentence,label
Gotta work.  Lonely weekend ahead.,0
"In regard to knowledge, I am like the little robot in the movie 'Short Circuit.' I am always crying out: 'Imput! Imput!'",0
Twittering while my hair dries - just washed it in Macadamia and Orange Shampoo - smells gorgeous,1
So grateful for my amazing family. How blessed am I. Happy Mothers day everyone,1
"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?",1
is problem free for now.  atleast i already said to that person the truth.,1
 i dont get one? fine! i say texting is way more meaningful than twittering,1
 Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole,1
Happy Mother`s Day to all you mother`s in Twitterville!,1
has a sore throat,0
i have a fever,0
"so hot in the office as air con been broken for weeks, fans on all round office but they just push hot air around really and not helping",0
"_Khan oh please, you don`t have to do that to me. Don`t bother",1
" Feeling inspired this evening, huh?",1
i`m yours - jason mraz....looking for an electric guitar  yay!!!1,1
@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS,0
@_supernatural_ http://twitpic.com/66l83 - i liked old ruby best.,1
UUUUUGH!!! I HATE I MISSED  INTERVIEW!!! I WASNT AT HOME!!! DARN!!!,0
"We need to remodel the house and the thoughts of doing it make me kind of ill   He has one way and I have anouther, I just want to move. !",0
 have fun ! bbq is good ! no matter where it is,1
" They do! Lilash I`m guessing, right?  Oh and what camera are you using? That is insane quality!",1
The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.,0
 haha i only love you too sissy!!!!!  ring power! lol,1
Its 1:11am and both my girls are still up! .. im so tired ..,0
"Just came back from my first city rooftop party  Man, even when you`re next to THE New Yorker Bldg, it still gets pretty windy up there.",1
Happy Mother`s Day to every mommy out there,0
 Yeah it`s a really fascinating paper isn`****? Credit goes to  for the discovery,1
Ohh boy my babys tooth came out !,0
  God bless that oh-so-sexy rahul picture,1
" just got in, gonna go upto bed in a sec, not drunk! I`m disgusted with myself  haha",0
  i love them too! they look so cute together,1
I feel like my dream just got crushed,0
"ok, back to the dentist today. All I want to do is bask in the sun",1
Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,0
I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,0
 it`s my fave!,1
_joy it`s entirely possible,1
 my heart hurts too.,0
 Yay! Lets welcome Mrs Mcnugget to twitterverse!,1
is terrible at saving money..,0
"Ugh, I don`t know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  ",0
 So sad that schools have to close.,0
happy to b home .. then my mind wanders an I can`t sleep,1
  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,1
 http://twitpic.com/4jb66 - lol pretty long,1
never mind it`s closed  sorry Miley,0
 Why so expensive,0
" Hey, it was a GORGEOUS, day (and night) here, too.  Played in the sun then a full moon lit my way home.    Life is good.",1
Had the best night I`ve had in a while.,1
That poor goose.,0
 You never write back babe.... my feelings are hurt,0
My husband thinks my Twittering makes me a creeper... whatever.,0
 Hi John! Thanks for sharing that quote! It`s soo true,1
 dammit i had the passes but i am still at work,0
 Omg i`m on a one year work permit! Going home end of June...i`m really gna miss it   #canada,0
Its beginning to get way too hard to please all of my friends at once,0
"Have beautiful dreams all, I`m off to snuggle down with my beautiful babies as they are done with the outdoors.",1
 muhaha martha <33 have fun see uu next mnth,1
 glad to hear that    Do you have a busy day today?,1
May the 4th be with you! Hahahaha that`ll neverrr get old,1
"Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can`t keep up",0
"missing my man, two months is so long to not see him",0
 He was my reason for even going too haha.  Shaun of the Dead was too epic haha,1
" OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime",1
nick is so cute in the tiger costume  ahaha it made my day,1
 YAY  u get to see ddub again ;) those 5 men always keep me happy & motivated,1
Happy birthday.,1
" It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!",0
 I`m watching it at the moment  -sighs- and straightening my hair which takes hours as my hair is so curly!!,0
It is going to be a beautiful day!,1
 Congratulations! Check that one off your to do list!,1
" There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids.",0
" but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan",0
  to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp,0
_AM Well what can I say - you do look Hot in your pic... That`s gotta work for most of us...,1
   We were all set to get a room last Saturday! I can`t apologise enough for missing out Deccy,0
"Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday",1
"morning all   will be at Warner soon! lots to do, then go to school for some work... hope everyone has a great day!!!",1
 He says thank you,1
" what is I/O psy? I`m taking psy101 starting this Monday, not looking forward to going back to school but",0
 your **** miss you!!!!,0
" yeahh! i am very happy with my pendant, and hope to see you in future fairs. ps. good mini muffin",1
 why you stop following me? Was I not cool enough for you?,0
 haha **** hell i know ay. **** son he`s just making trouble. we could take him.,0
 i wish i had friends i could spend the night with,0
" aww, thanks babe!  you and yours have plans for tomorrow?",1
good morning everbody!,1
 i am sorry i don`t like girls ~that way,0
love new shoes  thanks wine lo,1
"homee from wango tango, i had fun  really tired now. wrapping moms present and passing out. <3",1
 I like tweet deck and I`ll try the other one u recomended Thanks,1
missing someonee...,0
 Wow. That`s looks really good. I wish I had some. Was it good?,1
 i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.,0
received her first pressie. Happy happy.,1
"California`s budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks",0
"weekend with my cuzzo Vivi, I can`t stand to have her leave me in 3 weeks",0
I don`t think I am going to get to see any of the sun today  gutted I NEED COLOUR!,0
"Needs to `unfollow` some tweeps, its not that I dislike you but I can`t keep up with you tweeting literally every 2 minutes! Sorry",0
boo (but will I listen?),0
i just successfully defeated the swine flue with the power of 1 thinking!  #Swineflu #H1N1 #Swine Flu,1
_the_bear  I love  the names!,1
" Well alright. But #dollhouse is still fricking awesome. Elisha`s performance in last weeks episode sold me there too, finally",1
 happy mothers day ang,1
im slowly losing followers one by one.,0
3 years in 2 months!! hooorah! can`t wait!,1
 Belated kay Tita.  Wow! 2 prizes in a day! Congrats!,1
waaaaay over all tht bitchy ninth grade **** (: half yearly exams over & im sickkk,0
 aww  i will keep sending it ;),1
" It`s on today`s menu, don`t worry",1
. welcome to Twitter!!!    Love you!!!  Can`t wait to see you next month,1
"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv",0
is veryyy upset she cant go to hacienda tonight because the stupid nuggets game,0
"I wonder if she knows how shallow, airy & dumb her tweets make her sound. I guess not b/c if she did...she`d probably stop",0
"Urghh, I`m gonna do my project now  don`t wanna waste valuable weekend time",1
 didn`t make it to 1000 but I smoked her.  She`s at 60 and I`m at 260.  thank you! How r u?,1
great night! great peolple!,1
Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean!,0
"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",1
" I haven`t got ANY cupcakes yet  I was hoping if I said it enough, some would appear!",1
says BAD TRIP! (angry)  http://plurk.com/p/wxshi,0
 apologies don`t fix hurt feelings kev.  anyway i`ll get it from u next time I c u.,0
 and he REALLY doesn`t like Shiny Happy People. I`m a local REM expert btw. Saw them for the first time in 1986.,0
The portuguese national library could use it also. Right now they seem to be stuck somewhere circa 1995. Example http://u.nu/7y68,0
@_callmeCourt always welcome hun,1
" its not mothers day on the west coast, tyvm",1
Bruno arghhhh i cant wait,0
I was looking forward to seeing  in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,1
Dogs eyes seem bad. Just forked out on new washing machine so why not a vets bill to top it off eh?!?!,0
"long, fun day  now for some relaxation. some TV with the mom, then sleeeep",1
" No, i dont think its bad. And its very well edited, too.",1
" i`m not sure what stracchino is, but it sounds good.",1
"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",0
"3OH!3 - Rich man is amazing, really can`t be bothered for school on Monday",1
http://wave.google.com/ <3 Google ... wish they`d spend a bit more time adding bits to Chrome though,1
Not looking forward to this long trip in the morning. I`m sick,0
 Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!,1
With E3 coming up the worst possible thing happened. No not swine flu! not AIDS! RROD!!!!!!!!!!!!!!,0
.. these holidays are soo boring..,0
can`t go to bed  An am sooooo tired!!!,0
_and_Zi Thanks! I`m on my way now,1
Shared Kim Hï¿½ltermand - Portfolio: Shared by Kaare Finally a dane  IÂ´ve got the honor to do the amazing.. http://tinyurl.com/coypsl,1
is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9,0
 what a riot..now you can tell you`re friends you`ve got chlamydia..but you`re hoping to get pox-syphilis soon,0
